state_code,county_name,town,precinct_name,precinct_id,GC_Polling_Place
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 017,413264,"ST MARK'S LUTHERAN CHURCH, 600 STEVENS DR, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 027,413305,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 025,413647,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF KRONENWETTER,MARATHON - VILLAGE OF KRONENWETTER - WARD 006,413710,"Kronenwetter Muncipal Center, 1582 KRONENWETTER DR, KRONENWETTER, WI, 54455"
WI,MARATHON,TOWN OF RIETBROCK,MARATHON - TOWN OF RIETBROCK - WARD 001,414801,"RIETBROCK MUNICIPAL HALL, 125354 CHERRY GROVE LN, EDGAR, WI, 54426"
WI,MARATHON,VILLAGE OF KRONENWETTER,MARATHON - VILLAGE OF KRONENWETTER - WARD 005,414823,"Kronenwetter Muncipal Center, 1582 KRONENWETTER DR, KRONENWETTER, WI, 54455"
WI,MARATHON,VILLAGE OF SPENCER,MARATHON - VILLAGE OF SPENCER - WARD 001,414915,"SPENCER MUNICIPAL BUILDING, 105 S PARK ST, SPENCER, WI, 54479"
WI,MARATHON,TOWN OF CLEVELAND,MARATHON - TOWN OF CLEVELAND - WARD 001,415861,"CLEVELAND MUNICIPAL CENTER, 214261 COUNTY ROAD M, STRATFORD, WI, 54484"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 009,416097,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF MOSINEE,MARATHON - CITY OF MOSINEE - WARD 002,416463,"MOSINEE CITY HALL, 225 MAIN ST, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF HARRISON,MARATHON - TOWN OF HARRISON - WARD 001,417563,NA
WI,MARATHON,VILLAGE OF BIRNAMWOOD,MARATHON - VILLAGE OF BIRNAMWOOD - WARD 002,418762,"MATSCHE COMMUNITY CENTER, 362 RAILROAD ST, BIRNAMWOOD, WI, 54414"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 020,412885,"ST MARK'S LUTHERAN CHURCH, 600 STEVENS DR, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 021,413118,"MARATHON PARK EAST GATE, 620 GARFIELD AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF HULL,MARATHON - TOWN OF HULL - WARD 001,415894,"HULL TOWN HALL, 102954 MULBERRY RD, COLBY, WI, 54421"
WI,MARATHON,TOWN OF DAY,MARATHON - TOWN OF DAY - WARD 002,416478,"TOWN OF DAY MUNICIPAL CENTER, 122518 COUNTY ROAD C, STRATFORD, WI, 54484"
WI,MARATHON,TOWN OF MCMILLAN,MARATHON - TOWN OF MCMILLAN - WARD 001,417020,NA
WI,MARATHON,VILLAGE OF DORCHESTER,MARATHON - VILLAGE OF DORCHESTER - WARD 002,948693,NA
WI,MARATHON,VILLAGE OF KRONENWETTER,MARATHON - VILLAGE OF KRONENWETTER - WARD 009,1579096,"Kronenwetter Muncipal Center, 1582 KRONENWETTER DR, KRONENWETTER, WI, 54455"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 014,412951,"THRIVE CHURCH, 400 GRAND AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 008,413817,"MARATHON PARK EAST GATE, 620 GARFIELD AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 003,414144,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,TOWN OF TEXAS,MARATHON - TOWN OF TEXAS - WARD 001,414376,"TEXAS MUNICIPAL CENTER, 158644 RIVER HILLS RD, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 003,414490,"PILGRIM LUTHERAN CHURCH, 709 WESTON AVE, WAUSAU, WI, 54403"
WI,MARATHON,TOWN OF EMMET,MARATHON - TOWN OF EMMET - WARD 001,414652,"HALDER COMMUNITY HALL, 135125 HALDER DR, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 004,414691,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF STETTIN,MARATHON - TOWN OF STETTIN - WARD 001,414791,NA
WI,MARATHON,CITY OF MOSINEE,MARATHON - CITY OF MOSINEE - WARD 006,415012,"MOSINEE CITY HALL, 225 MAIN ST, MOSINEE, WI, 54455"
WI,MARATHON,CITY OF SCHOFIELD,MARATHON - CITY OF SCHOFIELD - WARD 003,416026,"SCHOFIELD CITY HALL, 200 PARK ST, SCHOFIELD, WI, 54476"
WI,MARATHON,CITY OF COLBY,MARATHON - CITY OF COLBY - WARD 001,417171,"COLBY CITY HALL, 211 W SPENCE ST, COLBY, WI, 54421"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 007,413958,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF MAINE,MARATHON - VILLAGE OF MAINE - WARD 001,414920,"MAINE MUNICIPAL CENTER, 6111 N 44TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF SPENCER,MARATHON - TOWN OF SPENCER - WARD 001,416005,NA
WI,MARATHON,TOWN OF ELDERON,MARATHON - TOWN OF ELDERON - WARD 001,416207,"ELDERON COMMUNITY CENTER, 215401 BLACK CHERRY  DR, ELAND, WI, 54427"
WI,MARATHON,VILLAGE OF MARATHON CITY,MARATHON - VILLAGE OF MARATHON CITY - WARD 002,416924,"MARATHON MUNICIPAL CENTER, 311 WALNUT ST, MARATHON, WI, 54448"
WI,MARATHON,CITY OF MARSHFIELD,MARATHON - CITY OF MARSHFIELD - WARD 021,418549,"OAK AVENUE COMMUNITY CENTER, 201 S OAK AVE, MARSHFIELD, WI, 54449"
WI,MARATHON,TOWN OF EMMET,MARATHON - TOWN OF EMMET - WARD 002,1579095,NA
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 013,413504,"THRIVE CHURCH, 400 GRAND AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 009,413936,"PILGRIM LUTHERAN CHURCH, 709 WESTON AVE, WAUSAU, WI, 54403"
WI,MARATHON,VILLAGE OF ROTHSCHILD,MARATHON - VILLAGE OF ROTHSCHILD - WARD 006,414303,"Rothschild Pavilion, 1104 PARK ST, ROTHSCHILD, WI, 54474"
WI,MARATHON,TOWN OF BERLIN,MARATHON - TOWN OF BERLIN - WARD 001,414426,"BERLIN TOWN HALL, 243240 BERLIN LN, ATHENS, WI, 54411"
WI,MARATHON,TOWN OF HAMBURG,MARATHON - TOWN OF HAMBURG - WARD 001,415075,NA
WI,MARATHON,TOWN OF BERGEN,MARATHON - TOWN OF BERGEN - WARD 001,415468,"BERGEN TOWN HALL, 207641 ANGLERS LN, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 008,415840,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF WESTON,MARATHON - TOWN OF WESTON - WARD 001,416414,"EVEREST METRO SAFETY BUILDING, 5303 MESKER ST, WESTON, WI, 54476"
WI,MARATHON,VILLAGE OF HATLEY,MARATHON - VILLAGE OF HATLEY - WARD 001,417021,"HATLEY VILLAGE LIBRARY/ COMMUNITY CENTER, 435 CURTIS AVE, HATLEY, WI, 54440"
WI,MARATHON,TOWN OF STETTIN,MARATHON - TOWN OF STETTIN - WARD 004,417599,"STETTIN TOWN HALL, 141678 STETTIN DR, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 038,2007500,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 050,2014836,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 005,413448,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 018,413471,"ST MARK'S LUTHERAN CHURCH, 600 STEVENS DR, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF WAUSAU,MARATHON - TOWN OF WAUSAU - WARD 001,414513,"WAUSAU MUNICIPAL CENTER, 161484 COUNTY ROAD Z, WAUSAU, WI, 54403"
WI,MARATHON,TOWN OF WIEN,MARATHON - TOWN OF WIEN - WARD 001,415380,"WIEN TOWN HALL, 224130 COUNTY ROAD M, EDGAR, WI, 54426"
WI,MARATHON,VILLAGE OF MAINE,MARATHON - VILLAGE OF MAINE - WARD 003,415805,"MAINE MUNICIPAL CENTER, 6111 N 44TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF ATHENS,MARATHON - VILLAGE OF ATHENS - WARD 001,415857,"ATHENS MUNICIPAL BUILDING, 221 CAROLINE ST, ATHENS, WI, 54411"
WI,MARATHON,TOWN OF MOSINEE,MARATHON - TOWN OF MOSINEE - WARD 003,416023,"MOSINEE TOWN HALL, 143990 LENZ LN, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF KNOWLTON,MARATHON - TOWN OF KNOWLTON - WARD 001,416343,"KNOWLTON TOWN HALL, 205220 OLD HIGHWAY 51, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF MARATHON,MARATHON - TOWN OF MARATHON - WARD 002,416514,"MARATHON TOWN HALL, 224001 MARATHON RD, MARATHON, WI, 54448"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 010,416767,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 002,416945,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 007,418236,"THRIVE CHURCH, 400 GRAND AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF MARSHFIELD,MARATHON - CITY OF MARSHFIELD - WARD 024,1579100,"OAK AVENUE COMMUNITY CENTER, 201 S OAK AVE, MARSHFIELD, WI, 54449"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 002,413252,"PILGRIM LUTHERAN CHURCH, 709 WESTON AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 026,413878,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF NORRIE,MARATHON - TOWN OF NORRIE - WARD 001,414558,"NORRIE TOWN HALL, 183453 CORNELL ST, BIRNAMWOOD, WI, 54414"
WI,MARATHON,TOWN OF RINGLE,MARATHON - TOWN OF RINGLE - WARD 002,415190,"RINGLE MUNICIPAL CENTER, 223207 ABT RD, RINGLE, WI, 54471"
WI,MARATHON,TOWN OF KNOWLTON,MARATHON - TOWN OF KNOWLTON - WARD 003,415532,"KNOWLTON TOWN HALL, 205220 OLD HIGHWAY 51, MOSINEE, WI, 54455"
WI,MARATHON,VILLAGE OF ROTHSCHILD,MARATHON - VILLAGE OF ROTHSCHILD - WARD 003,415851,"Rothschild Pavilion, 1104 PARK ST, ROTHSCHILD, WI, 54474"
WI,MARATHON,TOWN OF BEVENT,MARATHON - TOWN OF BEVENT - WARD 002,415992,"BEVENT TOWN HALL, 205825 COUNTY ROAD Y, HATLEY, WI, 54440"
WI,MARATHON,TOWN OF CLEVELAND,MARATHON - TOWN OF CLEVELAND - WARD 002,416022,"CLEVELAND MUNICIPAL CENTER, 214261 COUNTY ROAD M, STRATFORD, WI, 54484"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 009,416098,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,VILLAGE OF KRONENWETTER,MARATHON - VILLAGE OF KRONENWETTER - WARD 007,416988,"Kronenwetter Muncipal Center, 1582 KRONENWETTER DR, KRONENWETTER, WI, 54455"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 004,413726,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,VILLAGE OF KRONENWETTER,MARATHON - VILLAGE OF KRONENWETTER - WARD 001,414445,"Kronenwetter Muncipal Center, 1582 KRONENWETTER DR, KRONENWETTER, WI, 54455"
WI,MARATHON,TOWN OF RIB FALLS,MARATHON - TOWN OF RIB FALLS - WARD 001,414514,"RIB FALLS TOWN HALL, 232343 COUNTY ROAD S, EDGAR, WI, 54426"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 007,414873,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,TOWN OF RIB MOUNTAIN,MARATHON - TOWN OF RIB MOUNTAIN - WARD 003,415082,"RIB MOUNTAIN MUNICIPAL CENTER, 227800 SNOWBIRD AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF STETTIN,MARATHON - TOWN OF STETTIN - WARD 003,415297,"STETTIN TOWN HALL, 141678 STETTIN DR, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF STRATFORD,MARATHON - VILLAGE OF STRATFORD - WARD 002,416147,"STRATFORD COMMUNITY HALL, 118900 LARCH ST, STRATFORD, WI, 54484"
WI,MARATHON,VILLAGE OF MAINE,MARATHON - VILLAGE OF MAINE - WARD 004,417538,"MAINE MUNICIPAL CENTER, 6111 N 44TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,TOWN OF GUENTHER,MARATHON - TOWN OF GUENTHER - WARD 001,417646,"GUENTHER TOWN HALL, 201933 COUNTY ROAD X, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF HOLTON,MARATHON - TOWN OF HOLTON - WARD 001,417846,NA
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 015,413137,"THRIVE CHURCH, 400 GRAND AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 016,413211,"THRIVE CHURCH, 400 GRAND AVE, WAUSAU, WI, 54403"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 028,414078,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF MOSINEE,MARATHON - CITY OF MOSINEE - WARD 004,414466,"MOSINEE WISCONSIN NATIONAL GUARD ARMORY, 1000 JACKSON ST, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF MCMILLAN,MARATHON - TOWN OF MCMILLAN - WARD 003,414848,"MCMILLAN TOWN HALL, 113904 ELM TREE RD, MARSHFIELD, WI, 54449"
WI,MARATHON,VILLAGE OF WESTON,MARATHON - VILLAGE OF WESTON - WARD 008,415444,"DALE'S WESTON LANES, 5902 SCHOFIELD AVE, WESTON, WI, 54476"
WI,MARATHON,VILLAGE OF MARATHON CITY,MARATHON - VILLAGE OF MARATHON CITY - WARD 003,416335,"MARATHON MUNICIPAL CENTER, 311 WALNUT ST, MARATHON, WI, 54448"
WI,MARATHON,TOWN OF GREEN VALLEY,MARATHON - TOWN OF GREEN VALLEY - WARD 001,416510,"GREEN VALLEY TOWN HALL, 206560 ANCESTOR LN, MOSINEE, WI, 54455"
WI,MARATHON,TOWN OF STETTIN,MARATHON - TOWN OF STETTIN - WARD 002,416856,"STETTIN TOWN HALL, 141678 STETTIN DR, WAUSAU, WI, 54401"
WI,MARATHON,VILLAGE OF SPENCER,MARATHON - VILLAGE OF SPENCER - WARD 002,417487,"SPENCER MUNICIPAL BUILDING, 105 S PARK ST, SPENCER, WI, 54479"
WI,MARATHON,VILLAGE OF ATHENS,MARATHON - VILLAGE OF ATHENS - WARD 002,417716,"ATHENS MUNICIPAL BUILDING, 221 CAROLINE ST, ATHENS, WI, 54411"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 022,418270,"MARATHON PARK EAST GATE, 620 GARFIELD AVE, WAUSAU, WI, 54401"
WI,MARATHON,CITY OF WAUSAU,MARATHON - CITY OF WAUSAU - WARD 051,418852,"NATIONAL ARMORY I, 833 S 17TH AVE, WAUSAU, WI, 54401"
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 006,1579104,NA
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 002,416581,NA
WI,MARINETTE,TOWN OF POUND,MARINETTE - TOWN OF POUND - WARD 001,414867,"POUND TOWN HALL, W8484 COUNTY ROAD B, COLEMAN, WI, 54112"
WI,MARINETTE,TOWN OF GOODMAN,MARINETTE - TOWN OF GOODMAN - WARD 001,415536,"GOODMAN MUNICIPAL BUILDING, 506 MILL ST, GOODMAN, WI, 54125"
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 005,418474,"PESHTIGO MUNICIPAL BUILDING/ CITY HALL, 331 FRENCH ST, PESHTIGO, WI, 54157"
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 005,413646,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 005,413980,"PESHTIGO TOWN HALL, W2435 OLD PESHTIGO RD, MARINETTE, WI, 54143"
WI,MARINETTE,VILLAGE OF COLEMAN,MARINETTE - VILLAGE OF COLEMAN - WARD 001,415398,"COLEMAN MUNICIPAL BUILDING, 202 E MAIN ST, COLEMAN, WI, 54112"
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 004,415523,NA
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 002,417049,"PESHTIGO TOWN HALL, W2435 OLD PESHTIGO RD, MARINETTE, WI, 54143"
WI,MARINETTE,CITY OF NIAGARA,MARINETTE - CITY OF NIAGARA - WARD 003,417861,"NIAGARA CITY HALL, 1029 ROOSEVELT RD, NIAGARA, WI, 54151"
WI,MARINETTE,TOWN OF SILVER CLIFF,MARINETTE - TOWN OF SILVER CLIFF - WARD 001,417913,"SILVER CLIFF TOWN HALL, N11929 PARKWAY RD, SILVER CLIFF, WI, 54104"
WI,MARINETTE,CITY OF NIAGARA,MARINETTE - CITY OF NIAGARA - WARD 001,414927,"NIAGARA CITY HALL, 1029 ROOSEVELT RD, NIAGARA, WI, 54151"
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 006,417807,"PESHTIGO MUNICIPAL BUILDING/ CITY HALL, 331 FRENCH ST, PESHTIGO, WI, 54157"
WI,MARINETTE,TOWN OF PORTERFIELD,MARINETTE - TOWN OF PORTERFIELD - WARD 002,415404,"PORTERFIELD TOWN HALL, W3435 COUNTY ROAD G, PORTERFIELD, WI, 54159"
WI,MARINETTE,TOWN OF BEAVER,MARINETTE - TOWN OF BEAVER - WARD 002,415706,"BEAVER TOWN HALL, W8405 COUNTY ROAD P, CRIVITZ, WI, 54114"
WI,MARINETTE,TOWN OF STEPHENSON,MARINETTE - TOWN OF STEPHENSON - WARD 002,416850,NA
WI,MARINETTE,VILLAGE OF WAUSAUKEE,MARINETTE - VILLAGE OF WAUSAUKEE - WARD 001,416887,"WAUSAUKEE VILLAGE HALL, 428 HARRISON AVE, WAUSAUKEE, WI, 54177"
WI,MARINETTE,CITY OF NIAGARA,MARINETTE - CITY OF NIAGARA - WARD 002,417054,"NIAGARA CITY HALL, 1029 ROOSEVELT RD, NIAGARA, WI, 54151"
WI,MARINETTE,TOWN OF PORTERFIELD,MARINETTE - TOWN OF PORTERFIELD - WARD 003,417286,"PORTERFIELD TOWN HALL, W3435 COUNTY ROAD G, PORTERFIELD, WI, 54159"
WI,MARINETTE,TOWN OF POUND,MARINETTE - TOWN OF POUND - WARD 002,417313,"POUND TOWN HALL, W8484 COUNTY ROAD B, COLEMAN, WI, 54112"
WI,MARINETTE,TOWN OF PEMBINE,MARINETTE - TOWN OF PEMBINE - WARD 002,417325,"PEMBINE TOWN HALL, N18765 SAULD ST, PEMBINE, WI, 54156"
WI,MARINETTE,TOWN OF AMBERG,MARINETTE - TOWN OF AMBERG - WARD 001,414531,"AMBERG COMMUNITY CENTER, N15035 GRANT ST, AMBERG, WI, 54102"
WI,MARINETTE,TOWN OF LAKE,MARINETTE - TOWN OF LAKE - WARD 001,415011,"LAKE TOWN HALL, W6202 LOOMIS RD, PORTERFIELD, WI, 54159"
WI,MARINETTE,TOWN OF STEPHENSON,MARINETTE - TOWN OF STEPHENSON - WARD 004,416226,"Crivitz Fire Department, 1201 FJ ST, CRIVITZ, WI, 54114"
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 007,417663,"PESHTIGO MUNICIPAL BUILDING/ CITY HALL, 331 FRENCH ST, PESHTIGO, WI, 54157"
WI,MARINETTE,TOWN OF ATHELSTANE,MARINETTE - TOWN OF ATHELSTANE - WARD 001,418057,"ATHELSTANE TOWN HALL, N12244 COUNTY HIGHWAY A C, ATHELSTANE, WI, 54104"
WI,MARINETTE,TOWN OF BEAVER,MARINETTE - TOWN OF BEAVER - WARD 001,418111,"BEAVER TOWN HALL, W8405 COUNTY ROAD P, CRIVITZ, WI, 54114"
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 004,413500,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 002,413941,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,VILLAGE OF CRIVITZ,MARINETTE - VILLAGE OF CRIVITZ - WARD 001,413966,"CRIVITZ VILLAGE HALL, 800 HENRIETTE AVE, CRIVITZ, WI, 54114"
WI,MARINETTE,TOWN OF STEPHENSON,MARINETTE - TOWN OF STEPHENSON - WARD 003,417113,"STEPHENSON TOWN HALL, W11280 COUNTY ROAD X, CRIVITZ, WI, 54114"
WI,MARINETTE,TOWN OF GROVER,MARINETTE - TOWN OF GROVER - WARD 003,418140,NA
WI,MARINETTE,TOWN OF PORTERFIELD,MARINETTE - TOWN OF PORTERFIELD - WARD 001,414737,NA
WI,MARINETTE,TOWN OF GROVER,MARINETTE - TOWN OF GROVER - WARD 002,415377,NA
WI,MARINETTE,TOWN OF MIDDLE INLET,MARINETTE - TOWN OF MIDDLE INLET - WARD 002,418318,NA
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 003,413575,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 001,414031,"PESHTIGO TOWN HALL, W2435 OLD PESHTIGO RD, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF WAUSAUKEE,MARINETTE - TOWN OF WAUSAUKEE - WARD 001,414065,"WAUSAUKEE TOWN HALL, N11856 US HIGHWAY 141, WAUSAUKEE, WI, 54177"
WI,MARINETTE,TOWN OF WAGNER,MARINETTE - TOWN OF WAGNER - WARD 001,415458,"WAGNER TOWN HALL, W2379 COUNTY ROAD JJ, WAUSAUKEE, WI, 54177"
WI,MARINETTE,TOWN OF MIDDLE INLET,MARINETTE - TOWN OF MIDDLE INLET - WARD 001,415529,"MIDDLE INLET TOWN HALL, W7901 COUNTY ROAD X, MIDDLE INLET, WI, 54114"
WI,MARINETTE,TOWN OF GROVER,MARINETTE - TOWN OF GROVER - WARD 001,416028,"GROVER TOWN HALL, W5161 TOWN HALL RD, PESHTIGO, WI, 54157"
WI,MARINETTE,CITY OF PESHTIGO,MARINETTE - CITY OF PESHTIGO - WARD 003,418564,"PESHTIGO MUNICIPAL BUILDING/ CITY HALL, 331 FRENCH ST, PESHTIGO, WI, 54157"
WI,MARINETTE,TOWN OF NIAGARA,MARINETTE - TOWN OF NIAGARA - WARD 001,414575,"NIAGARA TOWN HALL, W6889 US HIGHWAY 8, NIAGARA, WI, 54151"
WI,MARINETTE,TOWN OF PEMBINE,MARINETTE - TOWN OF PEMBINE - WARD 001,416358,"PEMBINE TOWN HALL, N18765 SAULD ST, PEMBINE, WI, 54156"
WI,MARINETTE,TOWN OF ATHELSTANE,MARINETTE - TOWN OF ATHELSTANE - WARD 002,417588,"ATHELSTANE TOWN HALL, N12244 COUNTY HIGHWAY A C, ATHELSTANE, WI, 54104"
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 001,413661,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 007,413732,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 003,414110,"PESHTIGO TOWN HALL, W2435 OLD PESHTIGO RD, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF PESHTIGO,MARINETTE - TOWN OF PESHTIGO - WARD 004,417334,"PESHTIGO TOWN HALL, W2435 OLD PESHTIGO RD, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF DUNBAR,MARINETTE - TOWN OF DUNBAR - WARD 001,417529,"DUNBAR TOWN HALL, N18956 CC CAMP RD, DUNBAR, WI, 54119"
WI,MARINETTE,VILLAGE OF POUND,MARINETTE - VILLAGE OF POUND - WARD 001,417766,NA
WI,MARINETTE,CITY OF MARINETTE,MARINETTE - CITY OF MARINETTE - WARD 006,414050,"Community REC Center FACILITY, 2501 PIERCE AVE, RM 03, MARINETTE, WI, 54143"
WI,MARINETTE,TOWN OF STEPHENSON,MARINETTE - TOWN OF STEPHENSON - WARD 001,415401,"STEPHENSON TOWN HALL, W11280 COUNTY ROAD X, CRIVITZ, WI, 54114"
WI,MARINETTE,TOWN OF STEPHENSON,MARINETTE - TOWN OF STEPHENSON - WARD 005,415766,"Crivitz Fire Department, 1201 FJ ST, CRIVITZ, WI, 54114"
